huihe,time,quarter,qtime,sop,team,person,xp,yp,region,defense,person2,xp2,yp2,score
18,259.34,1,18.78,pass,1610612739,203521,62.72711,28.93469,55,"[0, 0, 1, 0, 0]",2210,73.46293,28.52758,0
18,259.26,1,18.71,shot,1610612739,2210,73.25007,28.82717,55,"[0, 1, 1, 0, 0]",,,,0
19,159.22,1,8.34,pass,1610612739,203521,68.28643,41.73768,88,"[0, 0, 0, 0, 1]",2592,61.18777,23.26442,0
19,157.46,1,6.57,shot,1610612739,2592,63.63979,25.84188,55,"[0, 0, 0, 0, 1]",,,,0
20,53.64,1,13.59,pass,1610612739,2544,62.74466,34.50556,88,"[0, 0, 1, 0, 0]",202684,67.37959,30.31222,0
20,53.55,1,13.51,pass,1610612739,202684,67.21428,30.38723,55,"[0, 0, 1, 0, 0]",2544,62.49103,33.01919,0
20,52.24,1,12.2,shot,1610612739,2544,71.60815,24.10899,55,"[0, 0, 1, 0, 0]",,,,0
21,666.04,1,19.81,pass,1610612739,2590,18.69397,5.71514,2,"[1, 0, 0, 0, 0]",2544,21.80061,3.61656,0
21,666,1,19.77,pass,1610612739,2544,21.80061,3.61656,2,"[1, 0, 0, 0, 0]",2590,15.20465,5.65191,0
21,665.64,1,19.42,shot,1610612739,2590,14.61914,5.70766,1,"[0, 0, 0, 0, 0]",,,,0
22,656.94,1,23.62,pass,1610612739,201567,76.60104,23.31875,55,"[0, 0, 0, 0, 0]",2747,26.59783,26.03505,0
22,656.18,1,22.44,shot,1610612739,2747,13.00357,24.78512,4,"[0, 0, 0, 0, 0]",,,,2
23,571.67,1,20.98,pass,1610612739,2590,39.03012,11.96329,3,"[0, 0, 0, 0, 0]",202389,59.93002,15.21778,0
23,571.59,1,20.9,pass,1610612739,202389,59.32479,15.38945,11,"[0, 0, 0, 0, 0]",2590,37.51056,13.08639,0
23,571.47,1,20.78,pass,1610612739,2590,36.57058,13.84424,3,"[0, 0, 0, 0, 0]",202389,56.91341,15.93249,0
23,571.23,1,20.54,pass,1610612739,202389,53.83629,16.60913,44,"[1, 0, 0, 0, 0]",2590,34.17154,16.7715,0
23,562.8,1,12.08,pass,1610612739,2590,30.80139,35.49047,8,"[0, 0, 0, 1, 0]",201567,13.70444,34.39818,0
23,562.16,1,11.44,shot,1610612739,201567,14.43818,28.82806,4,"[0, 0, 0, 1, 0]",,,,2
24,462.65,1,16.45,pass,1610612739,202389,22.61305,9.66664,2,"[0, 1, 0, 0, 1]",2544,18.84832,9.83653,0
24,461.57,1,15.36,shot,1610612739,2544,16.70445,22.30574,5,"[0, 0, 0, 0, 0]",,,,2
25,435.78,1,19.82,pass,1610612739,201567,13.3161,32.0455,4,"[0, 0, 0, 1, 0]",2590,63.2701,28.50622,0
25,435.14,1,19.34,pass,1610612739,2590,58.08585,30.06172,44,"[0, 0, 0, 1, 0]",201567,12.66045,32.63515,0
25,430.88,1,16.11,shot,1610612739,201567,13.75258,42.23437,7,"[0, 0, 0, 0, 0]",,,,0
26,147.62,1,12.52,pass,1610612739,202684,82.36235,31.61908,66,"[1, 0, 0, 0, 1]",203521,70.17133,30.98011,0
26,141.77,1,7.39,shot,1610612739,203521,77.57583,14.92734,22,"[0, 0, 0, 0, 0]",,,,0
27,94.83,1,19.26,pass,1610612739,2592,23.08411,26.27284,5,"[0, 1, 1, 0, 0]",203521,47.73454,26.41178,0
27,91.78,1,16.18,shot,1610612739,203521,18.80022,11.41733,2,"[0, 0, 0, 0, 0]",,,,0
28,676.82,1,21.22,pass,1610612739,201567,71.09726,25.07345,55,"[0, 0, 0, 0, 0]",203521,76.70713,24.55109,0
28,663.24,1,8.01,pass,1610612739,203521,7.45014,12.25993,1,"[0, 1, 0, 1, 0]",201567,2.99162,11.78967,0
28,662.15,1,6.96,shot,1610612739,201567,9.22939,2.89903,1,"[0, 0, 0, 0, 0]",,,,0
29,441.54,1,17.89,pass,1610612739,202389,85.72818,31.40192,66,"[0, 0, 1, 0, 0]",2210,68.99875,30.57328,0
29,437.76,1,13.74,shot,1610612739,2210,88.98419,20.12708,66,"[1, 0, 0, 0, 1]",,,,0
30,365.72,1,20.98,pass,1610612739,203521,48.5217,44.78794,77,"[1, 0, 0, 0, 0]",2210,27.7726,42.61103,0
30,365.12,1,20.38,pass,1610612739,2210,24.40849,43.96602,8,"[0, 0, 0, 0, 0]",203521,38.57872,42.79636,0
30,362.68,1,17.94,pass,1610612739,203521,30.96421,24.3843,5,"[0, 0, 1, 0, 1]",202389,24.3978,24.62591,0
30,358.4,1,13.66,pass,1610612739,202389,24.09461,11.97409,2,"[0, 1, 1, 1, 0]",2747,23.32501,7.57624,0
30,355.96,1,11.22,shot,1610612739,2747,15.70429,4.93899,2,"[0, 1, 0, 0, 0]",,,,0
31,195,1,23,pass,1610612739,202389,81.74847,22.05553,66,"[0, 0, 0, 0, 0]",202684,71.05821,26.1505,0
31,195,1,23,pass,1610612739,202684,71.15582,26.25526,55,"[0, 0, 0, 0, 0]",203099,21.66781,27.60798,0
31,195,1,23,pass,1610612739,203099,21.66781,27.60798,5,"[0, 0, 0, 0, 0]",202684,71.99346,27.22286,0
31,195,1,23,pass,1610612739,202684,71.99346,27.22286,55,"[0, 0, 0, 0, 0]",203099,16.65761,25.27213,0
31,195,1,23,pass,1610612739,203099,14.04617,23.83796,4,"[0, 0, 0, 0, 0]",2590,31.87139,29.55715,0
31,195,1,23,pass,1610612739,2590,34.95805,30.69038,6,"[0, 1, 0, 0, 1]",202389,88.7003,28.45916,0
31,182.52,1,10.63,pass,1610612739,202389,75.4297,14.93941,22,"[0, 0, 0, 0, 0]",2590,86.56348,14.88897,0
31,182.36,1,10.47,pass,1610612739,2590,86.49572,14.38719,33,"[0, 0, 0, 0, 0]",202389,75.36669,15.04039,0
31,181.92,1,10.03,shot,1610612739,202389,74.27029,15.11662,22,"[0, 0, 0, 0, 0]",,,,0
32,172.44,1,19.17,pass,1610612739,202389,29.56556,17.76769,5,"[0, 0, 0, 0, 0]",2590,35.26468,17.69889,0
32,171.32,1,18.17,shot,1610612739,2590,24.03536,12.6293,2,"[0, 0, 0, 0, 0]",,,,0
33,98.43,1,19.57,pass,1610612739,2590,40.31607,12.12909,3,"[0, 0, 1, 0, 0]",202389,42.27671,11.27919,0
33,98.35,1,19.49,pass,1610612739,202389,41.98955,11.27045,3,"[0, 0, 1, 0, 0]",2590,39.08474,11.2211,0
33,90,1,12,shot,1610612739,2590,23.20869,17.97579,5,"[0, 1, 0, 0, 0]",,,,2
34,606.82,1,18.65,pass,1610612739,202389,30.15099,36.59554,8,"[0, 0, 1, 0, 1]",203521,24.16985,36.31978,0
34,605.98,1,17.86,shot,1610612739,203521,18.48389,26.42324,5,"[0, 0, 1, 1, 0]",,,,2
35,594.45,1,16.45,pass,1610612739,201567,75.74731,29.94678,55,"[0, 0, 0, 0, 1]",2747,57.67607,30.80696,0
35,585.61,1,7.83,shot,1610612739,2747,84.55867,30.69849,66,"[0, 1, 0, 1, 1]",,,,0
36,367.97,1,8.17,pass,1610612739,2747,29.53854,26.03489,5,"[1, 1, 0, 0, 1]",202389,4.64586,27.87097,0
36,367.93,1,8.13,pass,1610612739,202389,4.64586,27.87097,4,"[1, 1, 0, 0, 1]",2747,29.19714,25.99647,0
36,367.89,1,8.09,pass,1610612739,2747,29.19714,25.99647,5,"[1, 1, 0, 0, 1]",202389,4.85969,27.47119,0
36,367.81,1,8.01,pass,1610612739,202389,4.98214,27.29039,4,"[1, 1, 0, 0, 1]",2747,28.41305,25.93473,0
36,367.09,1,7.29,shot,1610612739,2747,21.63126,24.08513,5,"[0, 0, 0, 0, 1]",,,,0
37,146.59,1,22.05,pass,1610612739,2590,57.79077,11.12532,11,"[0, 0, 0, 0, 0]",202684,73.23879,9.38796,0
37,146.43,1,21.9,pass,1610612739,202684,71.2093,9.42226,22,"[0, 0, 0, 0, 0]",2590,49.28007,12.12349,0
37,143.83,1,19.51,shot,1610612739,2590,13.93067,28.54537,4,"[0, 0, 0, 0, 1]",,,,0
38,448.77,1,13.93,pass,1610612739,203099,3.72348,23.32038,4,"[0, 0, 1, 0, 1]",203521,32.12863,18.69448,0
38,448.53,1,13.71,pass,1610612739,203521,32.12749,18.91995,6,"[0, 0, 1, 0, 1]",2544,27.8745,16.08447,0
38,448.29,1,13.48,pass,1610612739,2544,28.31352,15.76179,2,"[0, 0, 1, 0, 1]",203099,9.54307,9.46428,0
38,447.4,1,12.65,shot,1610612739,203099,12.72018,6.7563,1,"[0, 0, 0, 0, 1]",,,,2
39,400.6,1,19.7,pass,1610612739,202389,64.08899,27.19938,55,"[0, 0, 0, 1, 0]",203521,79.09089,25.43912,0
39,400.56,1,19.66,shot,1610612739,203521,79.09089,25.43912,66,"[0, 0, 0, 1, 0]",,,,0
40,300.95,1,21.7,pass,1610612739,201567,52.63462,20.53457,44,"[0, 0, 0, 0, 0]",202684,60.00572,16.25717,0
40,300.23,1,20.98,pass,1610612739,202684,59.57384,16.45384,11,"[0, 0, 0, 0, 1]",2544,64.56392,16.40125,0
40,292.53,1,13.27,shot,1610612739,2544,12.1104,16.58115,1,"[1, 0, 0, 0, 0]",,,,2
41,223.37,1,23.46,pass,1610612739,201567,84.13325,20.72921,66,"[0, 0, 0, 1, 0]",202697,89.07087,20.50167,0
41,223.33,1,23.43,pass,1610612739,202697,89.07087,20.50167,66,"[0, 0, 0, 1, 0]",201567,83.88653,21.14458,0
41,223.21,1,23.34,shot,1610612739,201567,83.62699,21.567,66,"[0, 0, 0, 1, 0]",,,,0
42,84.19,1,21.51,pass,1610612739,2590,86.36168,31.17694,66,"[0, 0, 0, 0, 0]",2592,53.21816,34.10251,0
42,83.47,1,21.47,pass,1610612739,2592,52.88928,33.97933,77,"[0, 0, 0, 0, 0]",2590,82.36505,34.03582,0
42,73.2,1,11.75,shot,1610612739,2590,24.99577,30.08781,5,"[0, 0, 0, 0, 0]",,,,0
43,688.03,1,8.69,pass,1610612739,201567,73.70765,38.91428,88,"[1, 0, 1, 0, 0]",2544,70.56173,38.67668,0
43,687.46,1,8.15,shot,1610612739,2544,73.23844,31.36956,55,"[0, 0, 1, 0, 0]",,,,0
44,649.1,1,12.9,pass,1610612739,201567,81.98076,12.60832,33,"[0, 0, 1, 1, 0]",2747,68.89081,12.75109,0
44,649.06,1,12.86,pass,1610612739,2747,68.89081,12.75109,22,"[0, 0, 1, 1, 0]",201567,81.4308,13.07134,0
44,647.38,1,11.18,shot,1610612739,201567,84.02123,18.9679,66,"[0, 0, 1, 0, 1]",,,,2
45,580.83,1,17.63,pass,1610612739,202389,66.37927,16.53179,22,"[0, 0, 0, 0, 0]",203521,62.12633,16.20695,0
45,579.75,1,16.55,shot,1610612739,203521,76.19052,12.64045,22,"[0, 0, 0, 0, 0]",,,,2
46,551.7,1,16.99,pass,1610612739,2747,69.997,4.93493,22,"[0, 0, 0, 1, 0]",202389,72.38586,42.14161,0
46,551.66,1,16.95,pass,1610612739,202389,72.38586,42.14161,88,"[0, 0, 0, 1, 0]",201567,68.85681,38.81188,0
46,551.54,1,16.83,pass,1610612739,201567,68.95063,38.55248,88,"[0, 0, 0, 1, 0]",2747,70.0992,4.69718,0
46,550.62,1,15.89,shot,1610612739,2747,69.72927,4.57421,22,"[1, 0, 0, 1, 0]",,,,0
47,291.45,1,19.25,pass,1610612739,201567,69.18454,39.22906,88,"[0, 1, 0, 0, 1]",203521,66.81115,39.94888,0
47,289.61,1,17.51,shot,1610612739,203521,86.25266,38.93379,99,"[0, 1, 0, 0, 0]",,,,0
48,188.31,1,20.41,pass,1610612739,202697,62.93416,42.65119,88,"[0, 0, 0, 0, 1]",2544,60.59052,46.42849,0
48,188.23,1,20.33,pass,1610612739,2544,60.77393,46.33718,77,"[0, 0, 0, 0, 1]",202697,65.08237,43.40939,0
48,188.19,1,20.29,pass,1610612739,202697,65.08237,43.40939,88,"[0, 0, 0, 0, 1]",2544,61.10413,46.16705,0
48,187.96,1,20.05,pass,1610612739,2544,61.78364,45.76767,77,"[0, 0, 1, 0, 1]",202697,70.4404,44.52738,0
48,187.64,1,19.73,pass,1610612739,202697,75.33221,44.54638,88,"[0, 0, 0, 0, 1]",2544,62.5442,44.99668,0
48,187.39,1,19.49,pass,1610612739,2544,62.79457,44.66651,88,"[0, 0, 0, 0, 0]",202697,79.23847,43.78328,0
48,187.23,1,19.33,pass,1610612739,202697,80.54593,43.4366,99,"[0, 0, 0, 0, 0]",202389,74.02929,40.34162,0
48,186.95,1,19.05,shot,1610612739,202389,74.06248,40.29734,88,"[0, 0, 0, 0, 0]",,,,0
49,501.47,1,22.05,pass,1610612739,202681,20.41802,11.31318,2,"[0, 0, 0, 0, 0]",2747,48.54517,9.65051,0
49,501.35,1,21.96,pass,1610612739,2747,49.27371,9.97394,11,"[0, 0, 0, 0, 0]",202681,21.61647,9.88457,0
49,497.23,1,18.9,shot,1610612739,202681,68.54571,8.63458,22,"[0, 0, 1, 0, 0]",,,,0
50,34.62,1,15.22,pass,1610612739,202389,68.59007,37.38529,88,"[0, 0, 0, 0, 1]",202681,63.34062,37.22142,0
50,33.62,1,15.02,shot,1610612739,202681,73.09685,27.12603,55,"[0, 0, 0, 1, 0]",,,,2
51,546.48,1,9.87,pass,1610612739,2747,27.39317,29.4082,5,"[0, 0, 0, 0, 0]",202389,15.94621,27.84573,0
51,546.36,1,9.77,pass,1610612739,202389,15.46911,27.83334,4,"[0, 0, 0, 0, 0]",201567,7.69792,23.5846,0
51,546.16,1,9.59,shot,1610612739,201567,7.95896,23.69436,4,"[0, 0, 0, 0, 0]",,,,0
52,496.88,1,7.64,pass,1610612739,201567,76.18402,41.80643,88,"[0, 0, 0, 0, 0]",2544,62.22478,43.78939,0
52,495.97,1,6.76,shot,1610612739,2544,63.24948,44.12512,88,"[0, 0, 1, 0, 0]",,,,2
53,466.93,1,17.78,pass,1610612739,202681,67.82268,33.25029,88,"[0, 0, 0, 1, 1]",202389,71.27327,33.35546,0
53,466.5,1,17.32,pass,1610612739,202389,71.93336,34.80048,88,"[0, 0, 0, 1, 1]",202681,72.84155,34.76418,0
53,466.38,1,17.19,shot,1610612739,202681,73.55586,35.0275,88,"[0, 0, 0, 1, 1]",,,,2
54,444.9,1,20.1,pass,1610612739,202681,43.68547,4.7275,3,"[0, 0, 0, 0, 0]",2747,80.50086,3.28174,0
54,444.7,1,19.93,pass,1610612739,2747,81.70557,3.10063,33,"[0, 0, 0, 0, 0]",202681,53.41076,4.19883,0
54,444.26,1,19.55,pass,1610612739,202681,54.04766,4.21381,11,"[0, 0, 0, 0, 0]",2747,84.95169,2.39466,0
54,444.22,1,19.52,pass,1610612739,2747,84.95169,2.39466,33,"[0, 0, 0, 0, 0]",202681,55.30553,4.23568,0
54,444.18,1,19.48,pass,1610612739,202681,55.30553,4.23568,11,"[0, 0, 0, 0, 0]",2747,85.42558,2.32278,0
54,444.06,1,19.38,pass,1610612739,2747,85.90194,2.26957,33,"[0, 0, 0, 0, 0]",202681,63.11426,5.90899,0
54,440.5,1,16.3,pass,1610612739,202681,62.92421,15.78089,22,"[0, 0, 1, 0, 0]",201567,67.69278,19.68522,0
54,440.31,1,16.13,pass,1610612739,201567,67.27828,19.02764,55,"[0, 0, 1, 0, 0]",202681,63.84864,20.09343,0
54,439,1,15.01,shot,1610612739,202681,69.85193,25.05115,55,"[0, 0, 0, 1, 0]",,,,0
55,73.29,1,24,pass,1610612739,203521,28.16076,4.86085,2,"[0, 0, 0, 0, 0]",2544,53.19632,7.27664,0
55,49.45,1,7.32,shot,1610612739,2544,88.2348,47.42685,99,"[0, 0, 0, 0, 1]",,,,0
