huihe,time,quarter,qtime,sop,team,person,xp,yp,region,defense,person2,xp2,yp2,score
33,249.86,4,3.18,shot,1610612739,2544,81.37837,14.35393,33,"[0, 0, 0, 0, 1]",,,,0
34,118.32,4,13.85,pass,1610612739,201567,62.00527,26.16778,44,"[0, 1, 0, 0, 1]",203521,57.09404,26.49044,0
34,117.24,4,12.83,shot,1610612739,203521,64.67924,34.11355,88,"[0, 0, 1, 0, 0]",,,,3
35,702.08,4,3.68,pass,1610612739,202684,67.68745,36.66369,88,"[0, 0, 0, 0, 1]",202697,74.03469,37.26263,0
35,701.96,4,3.67,shot,1610612739,202697,74.95444,36.9386,88,"[0, 0, 0, 0, 1]",,,,0
36,597.68,4,21.37,pass,1610612739,2590,27.43945,41.13368,8,"[0, 0, 0, 0, 0]",2210,37.15839,41.14241,0
36,597.44,4,21.13,pass,1610612739,2210,40.27312,42.47485,9,"[0, 0, 0, 0, 0]",2590,34.41738,40.1846,0
36,592.48,4,16.13,pass,1610612739,2590,74.50691,14.70644,22,"[0, 0, 0, 1, 0]",202697,82.18835,2.46496,0
36,590.5,4,14.12,pass,1610612739,202697,71.94892,7.32045,22,"[0, 0, 0, 0, 0]",2590,83.53951,7.02218,0
36,590.34,4,13.96,pass,1610612739,2590,83.87835,6.11732,33,"[0, 0, 0, 1, 0]",202697,69.78101,8.85379,0
36,588.99,4,12.6,pass,1610612739,202697,60.14404,15.89398,11,"[0, 0, 0, 1, 0]",2760,79.55934,15.6602,0
36,588.87,4,12.48,pass,1610612739,2760,79.03814,15.56816,33,"[0, 0, 0, 1, 0]",2590,79.12157,2.5791,0
36,587.56,4,11.17,shot,1610612739,2590,82.56345,3.8767,33,"[0, 0, 0, 0, 0]",,,,0
37,651.58,4,18.8,pass,1610612739,2544,29.6586,24.14288,5,"[0, 0, 0, 0, 0]",2590,49.27034,24.08027,0
37,647.49,4,14.76,shot,1610612739,2590,20.85933,33.61342,8,"[0, 0, 0, 0, 0]",,,,2
38,604.43,4,23.99,pass,1610612739,2544,45.75737,26.58795,6,"[0, 0, 0, 0, 0]",202684,12.99224,26.84185,0
38,592.89,4,14.78,shot,1610612739,202684,81.27678,30.21476,66,"[0, 1, 0, 0, 0]",,,,3
39,115.76,4,12.76,pass,1610612739,2544,28.43534,43.17712,8,"[0, 0, 0, 1, 0]",2747,35.59265,44.04475,0
39,107.59,4,4.81,shot,1610612739,2747,26.2935,32.97223,5,"[0, 0, 0, 0, 0]",,,,2
40,79.23,4,9.41,pass,1610612739,203521,27.01723,35.33837,8,"[0, 0, 1, 0, 1]",202684,23.3579,35.35345,0
40,79.15,4,9.4,pass,1610612739,202684,23.39822,35.19564,8,"[0, 0, 1, 0, 1]",203521,27.42855,35.65411,0
40,74.92,4,8.62,shot,1610612739,203521,9.57105,18.96225,4,"[0, 0, 1, 1, 1]",,,,0
41,590.62,4,22.31,pass,1610612739,202681,15.11928,19.42654,4,"[0, 0, 0, 0, 0]",2210,80.04606,13.59788,0
41,590.06,4,21.75,pass,1610612739,2210,80.04606,13.59788,33,"[0, 0, 0, 0, 0]",202681,15.75646,13.54426,0
41,589.74,4,21.43,pass,1610612739,202681,16.56776,11.22645,2,"[0, 0, 0, 0, 0]",2210,74.79671,18.86406,0
41,588.7,4,20.39,pass,1610612739,2210,72.95375,20.0393,55,"[0, 0, 0, 1, 0]",202684,40.02174,23.56139,0
41,588.5,4,20.19,pass,1610612739,202684,37.37128,23.68865,6,"[0, 0, 0, 0, 0]",2210,67.87529,23.21992,0
41,587.98,4,19.67,pass,1610612739,2210,65.75309,24.21476,55,"[0, 0, 0, 0, 0]",202684,27.26709,24.31298,0
41,587.9,4,19.59,shot,1610612739,202684,26.52061,24.32675,5,"[0, 0, 0, 0, 0]",,,,0
42,492.12,4,17.13,pass,1610612739,203521,11.54045,24.69561,4,"[0, 0, 1, 0, 0]",202681,41.58496,24.26598,0
42,491.52,4,16.53,pass,1610612739,202681,41.23005,23.05523,6,"[0, 0, 1, 0, 0]",202684,19.61623,21.33732,0
42,491.32,4,16.33,pass,1610612739,202684,21.81201,22.20335,5,"[0, 0, 1, 0, 0]",202681,40.60955,23.33375,0
42,483.04,4,7.73,shot,1610612739,202681,31.7118,38.01778,9,"[0, 0, 0, 0, 0]",,,,0
43,109.81,4,15.71,pass,1610612739,203521,28.73749,26.62367,5,"[0, 0, 0, 1, 0]",2544,38.39438,27.58397,0
43,107.61,4,13.51,pass,1610612739,2544,28.13522,40.96126,8,"[1, 0, 0, 0, 0]",201567,9.32033,48.6824,0
43,105.61,4,7.47,shot,1610612739,201567,10.39709,47.58041,7,"[1, 0, 1, 0, 1]",,,,0
44,592.4,4,23.47,pass,1610612739,202697,41.28898,17.50834,6,"[0, 0, 0, 1, 0]",203521,60.33641,16.91696,0
44,592.28,4,23.33,pass,1610612739,203521,59.93665,17.00223,44,"[0, 0, 0, 1, 0]",202697,38.02181,16.9091,0
44,591.38,4,22.27,shot,1610612739,202697,20.32867,16.33387,2,"[0, 0, 0, 0, 0]",,,,0
45,545.34,4,7.83,pass,1610612739,202684,17.75254,30.12961,5,"[0, 0, 0, 0, 1]",2747,23.39882,30.78899,0
45,544.62,4,7.37,pass,1610612739,2747,26.67403,31.59115,5,"[0, 0, 0, 0, 1]",202684,17.56482,30.70235,0
45,544.42,4,7.24,pass,1610612739,202684,17.05975,31.00891,5,"[0, 0, 0, 0, 0]",2747,27.88142,30.93771,0
45,539.93,4,4.36,shot,1610612739,2747,13.78476,15.66533,1,"[0, 1, 0, 0, 1]",,,,2
46,449.85,4,13.44,pass,1610612739,202684,4.41125,32.83026,4,"[0, 0, 0, 0, 1]",2747,21.95552,32.55591,0
46,449.13,4,12.71,shot,1610612739,2747,17.17331,30.40167,5,"[0, 1, 0, 0, 1]",,,,2
47,427.53,4,18.13,pass,1610612739,2592,27.79837,23.13181,5,"[1, 0, 0, 0, 0]",203521,31.26066,23.64475,0
47,426,4,16.61,shot,1610612739,203521,22.36507,33.27797,8,"[0, 0, 0, 0, 1]",,,,0
48,359.9,4,15.26,pass,1610612739,202684,27.95366,16.02552,2,"[0, 1, 0, 0, 1]",2590,31.26288,15.80863,0
48,352.58,4,8.83,shot,1610612739,2590,22.6277,22.96418,5,"[0, 1, 0, 0, 0]",,,,0
49,154.62,4,13.05,pass,1610612739,2590,60.52942,27.58798,44,"[0, 0, 0, 0, 1]",202684,80.19096,20.50677,0
49,151.76,4,12.57,pass,1610612739,202684,79.18915,17.73737,66,"[0, 0, 0, 0, 0]",2590,63.32281,18.47567,0
49,151.47,4,12.52,pass,1610612739,2590,63.45662,19.06177,55,"[0, 0, 0, 0, 0]",202684,76.98523,17.1449,0
49,146.78,4,11.75,shot,1610612739,202684,84.05878,19.84438,66,"[0, 0, 1, 0, 0]",,,,0
50,130,4,24,pass,1610612739,202684,6.06607,31.57641,4,"[0, 0, 0, 0, 0]",2210,24.24405,6.39633,0
50,129.61,4,23.34,pass,1610612739,2210,-0.69963,33.99905,7,"[1, 0, 0, 0, 1]",2592,28.30391,34.68386,0
50,129.57,4,23.28,pass,1610612739,2592,28.30391,34.68386,8,"[1, 0, 0, 0, 1]",2590,22.31561,46.94399,0
50,127.44,4,18.06,pass,1610612739,2590,25.54445,41.68779,8,"[0, 1, 0, 0, 0]",2592,18.36706,41.67176,0
50,127.36,4,18.04,pass,1610612739,2592,18.36706,41.67176,8,"[0, 1, 1, 0, 0]",2590,25.96776,39.13061,0
50,126.39,4,17.8,shot,1610612739,2590,27.99108,36.89473,8,"[0, 0, 0, 0, 1]",,,,0
51,67.9,4,10.2,pass,1610612739,2590,40.57111,24.72884,6,"[0, 0, 1, 0, 0]",202684,30.92804,22.16421,0
51,67.62,4,9.91,pass,1610612739,202684,31.77069,21.85245,6,"[0, 0, 1, 0, 0]",2590,34.20706,19.07877,0
51,66.56,4,8.8,shot,1610612739,2590,26.50538,17.11723,5,"[0, 0, 0, 0, 1]",,,,0
