huihe,time,quarter,qtime,sop,team,person,xp,yp,region,defense,person2,xp2,yp2,score
26,436.54,2,15.79,shot,1610612739,203521,30.16563,29.77579,5,"[1, 0, 0, 0, 1]",,,,0
27,330.07,2,8.83,pass,1610612739,2747,27.66313,42.11393,8,"[0, 0, 0, 0, 0]",2210,8.55742,48.46077,0
27,329.31,2,8.18,pass,1610612739,2210,8.55301,48.406,7,"[0, 0, 0, 0, 1]",2747,34.91428,45.35794,0
27,327.71,2,6.8,pass,1610612739,2747,38.25022,37.29208,9,"[0, 0, 0, 0, 0]",202684,21.79048,33.61522,0
27,326.99,2,6.19,pass,1610612739,202684,22.63528,33.42048,8,"[0, 0, 0, 0, 1]",2747,36.7898,33.31215,0
27,326.18,2,5.5,pass,1610612739,2747,34.91287,31.84749,6,"[0, 0, 0, 1, 1]",202684,20.1286,32.75348,0
27,324.46,2,4.02,pass,1610612739,202684,8.77499,32.43462,4,"[0, 0, 0, 0, 1]",2747,27.52495,32.21288,0
27,322.3,2,2.17,shot,1610612739,2747,16.33115,36.82503,8,"[0, 0, 1, 1, 1]",,,,2
28,260.67,2,15.27,pass,1610612739,2590,40.42549,31.70057,6,"[0, 1, 0, 1, 0]",201567,26.29152,35.4419,0
28,256.15,2,11.52,pass,1610612739,201567,30.85296,20.82512,5,"[0, 0, 0, 0, 1]",202684,15.70486,21.01861,0
28,256.07,2,11.46,pass,1610612739,202684,15.47069,21.22582,4,"[0, 0, 0, 0, 1]",201567,30.57688,20.17524,0
28,256.03,2,11.43,pass,1610612739,201567,30.57688,20.17524,5,"[0, 0, 0, 0, 1]",202684,15.01306,21.65426,0
28,255.99,2,11.39,pass,1610612739,202684,15.01306,21.65426,4,"[0, 0, 0, 0, 1]",201567,30.41846,19.83577,0
28,255.95,2,11.36,shot,1610612739,201567,30.41846,19.83577,5,"[0, 0, 0, 0, 1]",,,,3
29,59.3,2,24,pass,1610612739,202389,18.90487,15.43964,2,"[0, 0, 0, 0, 0]",201567,93.89966,15.55278,0
29,50.85,2,15.45,shot,1610612739,201567,25.07881,44.17093,8,"[0, 1, 0, 0, 0]",,,,0
30,589.7,2,5.07,pass,1610612739,2592,14.99316,28.31014,4,"[0, 0, 0, 0, 1]",203521,30.49485,28.31087,0
30,589.66,2,5.03,pass,1610612739,203521,30.49485,28.31087,5,"[0, 0, 0, 0, 1]",202684,10.59124,30.2872,0
30,588.66,2,4.08,pass,1610612739,202684,10.00428,31.54435,4,"[0, 0, 0, 1, 0]",2592,29.70605,25.3283,0
30,587.34,2,2.82,shot,1610612739,2592,29.7964,26.20368,5,"[0, 0, 0, 1, 1]",,,,0
31,424.71,2,12.77,pass,1610612739,202389,26.3913,31.91671,5,"[0, 0, 0, 0, 1]",203521,31.82114,31.92634,0
31,424.51,2,12.57,shot,1610612739,203521,30.52366,33.20192,8,"[0, 0, 0, 0, 1]",,,,0
32,357.2,2,15.94,pass,1610612739,2590,36.531,23.37898,6,"[0, 0, 0, 1, 0]",202389,26.11928,17.2419,0
32,356.52,2,15.3,pass,1610612739,202389,26.46963,17.38615,5,"[0, 0, 0, 0, 0]",2590,31.52596,17.14163,0
32,349.51,2,8.68,shot,1610612739,2590,18.86048,9.34688,2,"[1, 0, 0, 0, 0]",,,,2
33,329.05,2,22.62,pass,1610612739,202389,70.63974,20.4327,55,"[0, 0, 0, 0, 0]",2590,79.33601,17.32712,0
33,328.26,2,21.96,pass,1610612739,2590,76.89508,18.56407,55,"[0, 0, 0, 0, 0]",202389,61.63673,20.30033,0
33,327.85,2,21.62,pass,1610612739,202389,57.60001,20.62905,44,"[0, 0, 0, 0, 0]",2590,74.87766,19.78622,0
33,327.81,2,21.59,pass,1610612739,2590,74.87766,19.78622,55,"[0, 0, 0, 0, 0]",202389,56.77555,20.70822,0
33,327.77,2,21.55,pass,1610612739,202389,56.77555,20.70822,44,"[0, 0, 0, 0, 0]",2590,74.32872,20.24831,0
33,326.17,2,20.21,pass,1610612739,2590,66.5961,24.52128,55,"[0, 0, 0, 0, 0]",201567,66.45166,24.85821,0
33,325.45,2,19.61,pass,1610612739,201567,64.08528,23.23788,55,"[0, 0, 0, 0, 0]",2590,61.9222,25.53559,0
33,323.65,2,18.1,pass,1610612739,2590,48.53911,26.39291,44,"[0, 0, 0, 0, 0]",202389,27.61187,26.82842,0
33,323.13,2,17.67,pass,1610612739,202389,27.6278,26.89119,5,"[0, 0, 0, 0, 0]",2590,45.33193,25.95548,0
33,320.49,2,15.46,shot,1610612739,2590,25.91838,29.74122,5,"[0, 0, 0, 0, 1]",,,,2
34,284.66,2,6.6,pass,1610612739,2544,31.44748,22.09311,6,"[0, 1, 0, 0, 0]",2590,36.89987,22.15686,0
34,284.18,2,6.18,pass,1610612739,2590,33.30066,18.57608,6,"[1, 1, 0, 0, 0]",202389,21.79229,14.99701,0
34,283.94,2,5.97,pass,1610612739,202389,22.54717,14.64864,2,"[0, 1, 0, 1, 0]",2590,28.344,14.6264,0
34,282.02,2,4.31,shot,1610612739,2590,19.98662,19.81903,5,"[1, 0, 0, 0, 1]",,,,0
35,255.19,2,16.1,pass,1610612739,2544,20.89255,45.69075,8,"[0, 1, 0, 0, 0]",2590,6.94542,46.40453,0
35,252.91,2,13.96,pass,1610612739,2590,5.12903,45.96362,7,"[1, 1, 0, 0, 0]",2544,15.92836,45.78447,0
35,242.7,2,4.37,shot,1610612739,2544,6.17013,39.72583,7,"[0, 1, 0, 0, 1]",,,,2
36,198.55,2,6.92,pass,1610612739,201567,12.93864,18.64001,4,"[0, 0, 0, 1, 0]",2544,37.79436,18.66397,0
36,198.43,2,6.8,pass,1610612739,2544,37.76363,18.67095,6,"[0, 0, 0, 1, 0]",201567,12.53417,20.18764,0
36,197.58,2,5.95,shot,1610612739,201567,13.52451,23.64051,4,"[0, 0, 0, 1, 0]",,,,0
37,247.95,2,15.52,pass,1610612739,2747,22.52932,16.4274,2,"[0, 0, 0, 0, 0]",203521,36.23434,16.13835,0
37,247.87,2,15.44,pass,1610612739,203521,36.21893,16.14417,3,"[0, 0, 0, 0, 0]",2747,22.17859,16.02407,0
37,247.79,2,15.36,pass,1610612739,2747,22.03756,15.85829,2,"[0, 0, 0, 0, 0]",202684,10.14778,14.61155,0
37,247.63,2,15.2,pass,1610612739,202684,9.55758,15.02649,1,"[0, 0, 0, 0, 1]",2747,21.23439,14.94138,0
37,247.4,2,14.96,pass,1610612739,2747,20.10956,13.98506,2,"[0, 0, 0, 0, 1]",2210,4.50249,13.72608,0
37,247.24,2,14.8,pass,1610612739,2210,5.20891,12.06071,1,"[0, 0, 0, 0, 1]",2747,19.22039,13.13484,0
37,247.2,2,14.76,shot,1610612739,2747,19.22039,13.13484,2,"[0, 0, 0, 0, 1]",,,,2
38,461.5,2,15.97,pass,1610612739,2544,26.40851,29.24978,5,"[0, 0, 1, 0, 0]",203521,36.63591,29.26865,0
38,448.66,2,3.98,pass,1610612739,203521,11.27407,44.64922,7,"[0, 0, 1, 0, 1]",203099,32.12006,42.88224,0
38,448.26,2,3.6,pass,1610612739,203099,31.80262,43.09621,9,"[0, 0, 1, 0, 1]",203521,7.68536,42.00488,0
38,447.46,2,2.86,shot,1610612739,203521,2.72579,36.64495,7,"[0, 0, 0, 0, 1]",,,,0
39,156.22,2,4.71,pass,1610612739,202684,3.38002,15.74159,1,"[0, 0, 0, 0, 1]",203099,10.3544,2.79582,0
39,155.34,2,3.83,shot,1610612739,203099,9.68873,2.72516,1,"[0, 0, 0, 0, 1]",,,,3
40,123.88,2,14.19,pass,1610612739,2544,43.40956,26.0988,6,"[0, 0, 0, 0, 1]",202684,13.35579,26.35198,0
40,123.12,2,13.48,pass,1610612739,202684,13.35579,26.35198,4,"[0, 0, 0, 0, 0]",2544,42.64183,25.68686,0
40,120.36,2,10.9,shot,1610612739,2544,15.44086,30.92276,4,"[0, 1, 0, 0, 1]",,,,2
41,100.47,2,18.66,pass,1610612739,2747,84.27625,9.52208,33,"[1, 0, 0, 0, 0]",203099,67.91516,13.38172,0
41,99.83,2,18.02,shot,1610612739,203099,77.42082,12.1636,22,"[1, 0, 0, 1, 0]",,,,0
42,91.58,2,21.51,pass,1610612739,2544,57.24312,44.56562,77,"[0, 0, 0, 0, 0]",2210,45.61425,40.65674,0
42,91.02,2,20.98,pass,1610612739,2210,42.51551,42.0069,9,"[0, 0, 0, 0, 0]",2544,46.60018,42.03427,0
42,89.7,2,19.72,shot,1610612739,2544,23.41363,30.55055,5,"[0, 1, 0, 0, 0]",,,,0
43,658.97,2,13.48,pass,1610612739,2592,24.66028,11.6127,2,"[0, 0, 0, 0, 1]",202684,11.72612,14.31637,0
43,657.81,2,12.65,shot,1610612739,202684,12.4949,14.97498,1,"[1, 0, 0, 0, 1]",,,,0
44,651.72,2,23.27,pass,1610612739,202684,6.93744,44.97264,7,"[0, 0, 0, 0, 0]",202697,20.46103,46.82682,0
44,651.52,2,23.07,pass,1610612739,202697,19.58447,47.40771,8,"[0, 0, 0, 0, 0]",202684,8.61369,46.09776,0
44,651.48,2,23.03,pass,1610612739,202684,8.61369,46.09776,7,"[0, 0, 0, 0, 0]",202697,19.26504,47.63983,0
44,637.78,2,9.43,shot,1610612739,202697,8.66957,37.49156,7,"[0, 0, 0, 1, 1]",,,,2
45,556.67,2,14.08,pass,1610612739,2590,23.61552,5.85605,2,"[0, 0, 1, 0, 0]",202697,7.03276,1.84791,0
45,556.23,2,13.64,shot,1610612739,202697,6.38806,1.9146,1,"[0, 0, 1, 0, 0]",,,,0
46,435.94,2,19.81,pass,1610612739,203521,30.32862,39.26736,8,"[0, 1, 0, 0, 1]",203099,21.93137,39.99224,0
46,435.9,2,19.78,pass,1610612739,203099,21.93137,39.99224,8,"[0, 1, 0, 0, 1]",203521,29.24643,40.93921,0
46,435.62,2,19.51,pass,1610612739,203521,28.03509,42.50079,8,"[0, 1, 0, 0, 1]",203099,24.24484,41.27846,0
46,435.58,2,19.47,pass,1610612739,203099,24.24484,41.27846,8,"[0, 1, 0, 0, 1]",2544,3.83621,41.09974,0
46,435.46,2,19.35,pass,1610612739,2544,3.69977,41.36823,7,"[0, 1, 0, 0, 1]",203099,26.43606,42.84809,0
46,434.82,2,18.74,shot,1610612739,203099,27.52044,42.81649,8,"[0, 1, 0, 0, 1]",,,,0
47,295.15,2,14.06,pass,1610612739,203099,15.9057,37.26408,8,"[0, 0, 1, 0, 0]",201567,24.89328,37.80743,0
47,291.4,2,10.3,shot,1610612739,201567,12.99742,47.00843,7,"[0, 0, 0, 0, 0]",,,,0
48,143.05,2,15.26,pass,1610612739,202697,19.47882,3.77441,2,"[0, 0, 0, 0, 1]",203521,3.22252,2.70476,0
48,143.01,2,15.22,pass,1610612739,203521,3.22252,2.70476,1,"[0, 0, 0, 0, 1]",202697,19.393,3.96573,0
48,142.97,2,15.19,shot,1610612739,202697,19.393,3.96573,2,"[0, 0, 0, 0, 1]",,,,2
49,69.43,2,15,pass,1610612739,203521,72.48718,33.36364,88,"[0, 0, 0, 1, 0]",202684,79.4706,31.99519,0
49,69.31,2,14.88,pass,1610612739,202684,79.63956,31.76617,66,"[0, 0, 0, 1, 0]",203521,72.90783,31.97746,0
49,69.23,2,14.8,pass,1610612739,203521,72.98624,31.64557,55,"[0, 0, 0, 1, 0]",202684,79.86513,31.4284,0
49,68.95,2,14.52,shot,1610612739,202684,80.22466,30.90029,66,"[0, 0, 0, 1, 0]",,,,2
50,56.57,2,14.52,pass,1610612739,201567,25.95811,8.57408,2,"[1, 0, 0, 0, 1]",2544,11.27463,8.49807,0
50,50.3,2,8.62,shot,1610612739,2544,6.3375,14.61323,1,"[1, 0, 1, 0, 1]",,,,2
51,17.67,2,11.63,pass,1610612739,203521,42.61045,31.74835,6,"[0, 0, 0, 0, 0]",202684,33.9062,32.28222,0
51,17.47,2,11.43,pass,1610612739,202684,35.07721,32.29645,6,"[0, 0, 0, 0, 1]",203521,42.13776,32.4037,0
52,535.18,2,12.29,pass,1610612739,2760,67.17822,16.02518,22,"[0, 1, 0, 0, 0]",2590,68.19212,11.21166,0
52,534.18,2,11.29,pass,1610612739,2590,66.9933,12.74669,22,"[0, 1, 1, 0, 0]",2760,69.86518,13.92294,0
52,534.1,2,11.21,pass,1610612739,2760,69.85098,13.95235,22,"[0, 1, 1, 0, 0]",2590,66.56521,13.60504,0
52,528.53,2,5.63,pass,1610612739,2590,87.60784,10.73061,33,"[0, 1, 0, 0, 0]",2760,78.72972,10.93952,0
52,528.37,2,5.47,pass,1610612739,2760,78.68756,10.83663,33,"[0, 1, 0, 0, 0]",2590,89.33756,13.04004,0
52,520.39,2,17.53,shot,1610612739,2590,29.02565,8.00809,2,"[1, 1, 0, 0, 0]",,,,0
53,469.59,2,12.35,pass,1610612739,2544,83.13965,5.85543,33,"[0, 1, 0, 0, 1]",2760,71.97385,16.26399,0
53,468.44,2,11.23,shot,1610612739,2760,72.56162,15.87675,22,"[0, 1, 0, 0, 1]",,,,0
54,442.17,2,16.34,pass,1610612739,2590,33.19512,18.11687,6,"[0, 0, 0, 0, 0]",201567,22.16429,25.8983,0
54,441.89,2,16.06,pass,1610612739,201567,22.65005,25.55157,5,"[1, 0, 0, 0, 0]",2747,20.88428,25.8815,0
54,441.77,2,15.94,shot,1610612739,2747,21.01717,25.94907,5,"[1, 0, 0, 0, 0]",,,,0
55,403,2,16.35,pass,1610612739,2590,59.34856,12.08899,11,"[0, 0, 1, 0, 0]",2747,73.38645,5.57932,0
55,398.46,2,11.83,shot,1610612739,2747,74.57317,4.1221,22,"[1, 1, 1, 0, 0]",,,,0
56,331.36,2,13.85,pass,1610612739,2544,75.39194,19.17018,55,"[1, 0, 0, 0, 0]",203521,65.75749,19.48441,0
56,331.24,2,13.73,shot,1610612739,203521,65.59124,19.38988,55,"[1, 0, 0, 0, 0]",,,,2
57,256.77,2,21.42,pass,1610612739,203521,8.20765,32.65904,4,"[0, 0, 0, 0, 0]",202389,1.59193,32.64666,0
57,256.73,2,21.38,pass,1610612739,202389,1.59193,32.64666,4,"[0, 0, 0, 0, 0]",203521,10.87526,30.3902,0
57,253.82,2,19.06,pass,1610612739,203521,29.16602,15.66906,2,"[0, 0, 0, 0, 0]",201567,45.79432,15.4938,0
57,253.7,2,18.97,pass,1610612739,201567,46.34369,15.62244,3,"[0, 0, 0, 0, 0]",203521,34.56919,12.6425,0
57,245.53,2,6.24,shot,1610612739,203521,62.02203,14.56272,11,"[0, 0, 0, 1, 1]",,,,2
58,131.51,2,8.3,pass,1610612739,201567,68.28109,40.50208,88,"[0, 1, 1, 0, 0]",2747,61.04022,43.76815,0
58,125.44,2,2.4,shot,1610612739,2747,87.37423,38.65874,99,"[0, 1, 0, 0, 1]",,,,2
59,692.79,2,23.54,pass,1610612739,202681,5.53301,21.80571,4,"[0, 0, 0, 0, 0]",202697,13.00968,21.5574,0
59,687.71,2,18.75,shot,1610612739,202697,85.8189,2.48441,33,"[0, 0, 0, 0, 1]",,,,0
60,558.45,2,12.05,pass,1610612739,203521,76.25264,6.38143,22,"[0, 0, 1, 0, 0]",202389,69.01933,6.41061,0
60,558.05,2,11.65,shot,1610612739,202389,70.07903,6.58129,22,"[0, 0, 1, 0, 0]",,,,0
61,487.54,2,15.25,pass,1610612739,202684,62.40786,8.68469,11,"[0, 0, 0, 1, 1]",202681,64.0925,8.67334,0
61,487.02,2,14.86,shot,1610612739,202681,67.52347,10.18927,22,"[0, 0, 0, 0, 1]",,,,0
62,479.74,2,19.32,pass,1610612739,2210,32.44082,28.09442,6,"[0, 0, 0, 0, 0]",2544,15.13112,32.77893,0
62,479.42,2,19.04,pass,1610612739,2544,14.56928,32.88624,4,"[0, 0, 0, 0, 0]",202697,15.37737,40.80478,0
62,479.1,2,18.76,shot,1610612739,202697,13.76726,40.63907,7,"[0, 0, 0, 0, 0]",,,,0
63,333.1,2,17.7,pass,1610612739,203521,9.35015,14.45757,1,"[0, 0, 0, 0, 0]",2747,17.70271,13.93077,0
63,333.02,2,17.62,pass,1610612739,2747,17.53641,14.16356,2,"[0, 0, 0, 1, 0]",203521,9.67328,14.29941,0
63,328.14,2,11.51,shot,1610612739,203521,20.05289,11.9038,2,"[0, 0, 0, 0, 0]",,,,0
64,317.18,2,18.28,pass,1610612739,203521,59.04487,27.49416,44,"[0, 1, 0, 1, 0]",202684,70.15317,25.83501,0
64,317.1,2,18.2,pass,1610612739,202684,70.09595,25.84404,55,"[0, 1, 0, 1, 0]",2544,60.13572,21.15927,0
64,315.34,2,16.44,pass,1610612739,2544,64.01922,24.81088,55,"[0, 0, 0, 0, 1]",202684,71.11607,25.39642,0
64,314.78,2,15.88,pass,1610612739,202684,71.27859,25.45054,55,"[0, 0, 0, 0, 1]",2544,66.72723,25.29134,0
64,312.3,2,13.4,shot,1610612739,2544,84.77493,20.60277,66,"[1, 0, 0, 0, 1]",,,,0
65,253.36,2,23.26,pass,1610612739,201567,7.52718,25.88598,4,"[0, 0, 0, 0, 0]",2544,25.64393,26.8814,0
65,237.72,2,7.37,shot,1610612739,2544,87.3194,41.57059,99,"[1, 0, 0, 0, 0]",,,,2
66,470.53,2,18.24,pass,1610612739,202684,65.20431,27.208,55,"[0, 1, 0, 0, 0]",202681,61.47686,30.34778,0
66,469.36,2,17.1,shot,1610612739,202681,70.94612,34.97623,88,"[0, 0, 0, 1, 1]",,,,2
67,446.76,2,17.59,pass,1610612739,202697,88.24812,29.25021,66,"[1, 1, 1, 0, 0]",202681,46.43189,28.71068,0
67,442.02,2,12.83,pass,1610612739,202681,57.17606,17.4973,44,"[0, 0, 0, 0, 1]",201567,72.21759,14.13535,0
67,441.54,2,12.35,pass,1610612739,201567,71.87241,14.44227,22,"[0, 1, 0, 0, 1]",202681,58.99432,14.38621,0
67,440.51,2,11.31,pass,1610612739,202681,62.47076,8.89712,11,"[0, 1, 1, 0, 1]",202697,78.85825,8.85399,0
67,440.31,2,11.11,pass,1610612739,202697,80.50848,10.65897,33,"[0, 1, 1, 0, 1]",202681,62.89629,8.95207,0
67,440.23,2,11.03,pass,1610612739,202681,62.89629,8.95207,22,"[0, 1, 1, 0, 1]",201567,69.1149,12.57478,0
67,437.6,2,8.39,shot,1610612739,201567,80.50488,11.0576,33,"[0, 1, 0, 0, 0]",,,,0
68,351.97,2,21.45,pass,1610612739,202681,32.42212,46.66239,9,"[0, 0, 0, 0, 0]",2210,46.90415,45.31415,0
68,351.73,2,21.22,pass,1610612739,2210,50.36813,45.99356,77,"[0, 0, 0, 0, 0]",202681,42.37631,45.4172,0
